Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Splügen;7435;0;Rheinwald;3714;GR;9.3239387;46.5540811;de
Medels im Rheinwald;7436;0;Rheinwald;3714;GR;9.2936839;46.5463061;de
Nufenen;7437;0;Rheinwald;3714;GR;9.2454407;46.5407553;de
Hinterrhein;7438;0;Rheinwald;3714;GR;9.1970398;46.5320483;de
Bonaduz;7402;0;Bonaduz;3721;GR;9.4024400;46.8118370;de
Domat/Ems;7013;0;Domat/Ems;3722;GR;9.4513545;46.8361359;rm
Rhäzüns;7403;0;Rhäzüns;3723;GR;9.3927926;46.7969637;rm
Felsberg;7012;0;Felsberg;3731;GR;9.4705827;46.8454279;de
Flims Dorf;7017;0;Flims;3732;GR;9.2843196;46.8376509;rm
Flims Waldhaus;7018;0;Flims;3732;GR;9.2914618;46.8291994;rm
Fidaz;7019;0;Flims;3732;GR;9.3093417;46.8407865;rm
Tamins;7015;0;Tamins;3733;GR;9.4079843;46.8292190;de
Trin;7014;0;Trin;3734;GR;9.3636200;46.8304343;rm
Trin Mulin;7016;0;Trin;3734;GR;9.3363545;46.8312326;rm
Brail;7527;0;Zernez;3746;GR;10.0365229;46.6563816;rm
Zernez;7530;0;Zernez;3746;GR;10.0952381;46.6992739;rm
Susch;7542;0;Zernez;3746;GR;10.0770475;46.7491138;rm
Lavin;7543;0;Zernez;3746;GR;10.1132399;46.7701563;rm
Samnaun-Compatsch;7562;0;Samnaun;3752;GR;10.4002283;46.9612537;de
Samnaun Dorf;7563;0;Samnaun;3752;GR;10.3614494;46.9411683;de
Guarda;7545;0;Scuol;3762;GR;10.1521138;46.7751218;rm
Ardez;7546;0;Scuol;3762;GR;10.2020422;46.7754527;rm
Scuol;7550;0;Scuol;3762;GR;10.3045233;46.7939012;rm
Ftan;7551;0;Scuol;3762;GR;10.2461374;46.7961107;rm
Vulpera;7552;0;Scuol;3762;GR;10.2862048;46.7872433;rm
Tarasp;7553;0;Scuol;3762;GR;10.2647098;46.7757436;rm
Sent;7554;0;Scuol;3762;GR;10.3368030;46.8158486;rm
Ramosch;7556;0;Valsot;3764;GR;10.3868338;46.8340152;rm
Ramosch;7556;0;Valsot;3764;GR;10.2445612;46.9012151;rm
Vnà;7557;0;Valsot;3764;GR;10.3621109;46.8450618;rm
Strada;7558;0;Valsot;3764;GR;10.4349641;46.8626063;rm
Tschlin;7559;0;Valsot;3764;GR;10.4229079;46.8708575;rm
Martina;7560;0;Valsot;3764;GR;10.4635437;46.8843456;rm
Bever;7502;0;Bever;3781;GR;9.8892716;46.5523505;rm
Bever;7502;0;Bever;3781;GR;9.7295232;46.5285656;rm
Celerina/Schlarigna;7505;0;Celerina/Schlarigna;3782;GR;9.8626303;46.5122778;rm
Madulain;7523;0;Madulain;3783;GR;9.9369143;46.5854918;rm
Madulain;7523;0;Madulain;3783;GR;9.9982957;46.4972461;rm
Pontresina;7504;0;Pontresina;3784;GR;9.9024747;46.4935022;rm
La Punt Chamues-ch;7522;0;La Punt Chamues-ch;3785;GR;9.9286836;46.5775415;rm
Samedan;7503;0;Samedan;3786;GR;9.8705549;46.5338981;rm
St. Moritz;7500;0;St. Moritz;3787;GR;9.8399853;46.4984119;rm
S-chanf;7525;0;S-chanf;3788;GR;9.9850684;46.6138872;rm
Cinuos-chel;7526;0;S-chanf;3788;GR;10.0206851;46.6423034;rm
Sils/Segl Maria;7514;0;Sils im Engadin/Segl;3789;GR;9.7636623;46.4290200;rm
Fex;7514;2;Sils im Engadin/Segl;3789;GR;9.7608625;46.4189743;rm
Sils/Segl Baselgia;7515;0;Sils im Engadin/Segl;3789;GR;9.7550851;46.4346925;rm
Plaun da Lej;7517;0;Sils im Engadin/Segl;3789;GR;9.7244745;46.4218248;rm
Champfèr;7512;0;Silvaplana;3790;GR;9.8104878;46.4781309;rm
Silvaplana;7513;0;Silvaplana;3790;GR;9.7951619;46.4594406;rm
Silvaplana-Surlej;7513;2;Silvaplana;3790;GR;9.8139764;46.4594411;rm
Zuoz;7524;0;Zuoz;3791;GR;9.9563133;46.6013865;rm
Zuoz;7524;0;Zuoz;3791;GR;9.8866582;46.6116418;rm
Maloja;7516;0;Bregaglia;3792;GR;9.6961476;46.4023596;it
Casaccia;7602;0;Bregaglia;3792;GR;9.6658486;46.3909177;it
Vicosoprano;7603;0;Bregaglia;3792;GR;9.6221884;46.3508679;it
Borgonovo;7604;0;Bregaglia;3792;GR;9.6038650;46.3478326;it
Stampa;7605;0;Bregaglia;3792;GR;9.5906479;46.3434090;it
Promontogno;7606;0;Bregaglia;3792;GR;9.5582956;46.3375171;it
Bondo;7606;1;Bregaglia;3792;GR;9.5543655;46.3343733;de
Castasegna;7608;0;Bregaglia;3792;GR;9.5161802;46.3339144;it
Soglio;7610;0;Bregaglia;3792;GR;9.5392566;46.3410902;it
Buseno;6542;0;Buseno;3804;GR;9.1073449;46.2727591;it
Castaneda;6540;0;Castaneda;3805;GR;9.1404972;46.2570074;it
Rossa;6548;0;Rossa;3808;GR;9.1270969;46.3728289;it
Augio;6548;1;Rossa;3808;GR;9.1267101;46.3647019;it
Sta. Domenica;6548;2;Rossa;3808;GR;9.1228458;46.3518228;it
Sta. Maria in Calanca;6541;0;Santa Maria in Calanca;3810;GR;9.1449588;46.2630132;it
Lostallo;6558;0;Lostallo;3821;GR;9.1944353;46.3126003;it
Mesocco;6563;0;Mesocco;3822;GR;9.2307583;46.3927803;it
S. Bernardino;6565;0;Mesocco;3822;GR;9.1923875;46.4628326;it
Soazza;6562;0;Soazza;3823;GR;9.2229246;46.3669133;it
Cama;6557;0;Cama;3831;GR;9.1731729;46.2721182;it
Grono;6537;0;Grono;3832;GR;9.1449992;46.2475459;it
Verdabbio;6538;0;Grono;3832;GR;9.2342288;46.2644228;it
Verdabbio;6538;0;Grono;3832;GR;9.1578548;46.2682166;it
Leggia;6556;0;Grono;3832;GR;9.1644636;46.2609471;it
Roveredo GR;6535;0;Roveredo (GR);3834;GR;9.1200030;46.2331025;it
Laura;6549;0;Roveredo (GR);3834;GR;9.1051854;46.2133478;it
S. Vittore;6534;0;San Vittore;3835;GR;9.1101246;46.2384278;it
S. Vittore;6534;0;San Vittore;3835;GR;9.1626109;46.1862193;it
Arvigo;6543;0;Calanca;3837;GR;9.1133912;46.3022507;it
Braggio;6544;0;Calanca;3837;GR;9.1235351;46.3032668;it
Selma;6545;0;Calanca;3837;GR;9.1216698;46.3192463;it
Cauco;6546;0;Calanca;3837;GR;9.1213412;46.3350641;it
Tschierv;7532;0;Val Müstair;3847;GR;10.3407604;46.6244555;rm
Fuldera;7533;0;Val Müstair;3847;GR;10.3714040;46.6086401;rm
Lü;7534;0;Val Müstair;3847;GR;10.3691742;46.6224434;rm
Valchava;7535;0;Val Müstair;3847;GR;10.4085690;46.6001942;rm
Sta. Maria Val Müstair;7536;0;Val Müstair;3847;GR;10.4228385;46.6013301;rm
Müstair;7537;0;Val Müstair;3847;GR;10.4452056;46.6217178;rm
Davos Dorf;7260;0;Davos;3851;GR;9.8398229;46.8090739;de
Davos Wolfgang;7265;0;Davos;3851;GR;9.8545930;46.8320153;de
Davos Platz;7270;0;Davos;3851;GR;9.8221368;46.7932792;de
Davos Clavadel;7272;0;Davos;3851;GR;9.8162539;46.7671251;de
Davos Frauenkirch;7276;0;Davos;3851;GR;9.7986708;46.7687706;de
Davos Glaris;7277;0;Davos;3851;GR;9.7765898;46.7410127;de
Davos Monstein;7278;0;Davos;3851;GR;9.7709465;46.7119902;de
Davos Wiesen;7494;0;Davos;3851;GR;9.7145080;46.7037243;de
Fideris;7235;0;Fideris;3861;GR;9.7403453;46.9140022;de
Furna;7232;0;Furna;3862;GR;9.6789682;46.9369587;de
Pragg-Jenaz;7231;0;Jenaz;3863;GR;9.7035322;46.9384953;de
Jenaz;7233;0;Jenaz;3863;GR;9.7167063;46.9264357;de
Saas im Prättigau;7247;0;Klosters;3871;GR;9.8053100;46.9108652;de
Serneus;7249;0;Klosters;3871;GR;9.8402319;46.8906857;de
Klosters;7250;0;Klosters;3871;GR;9.8821021;46.8703636;de
Klosters Dorf;7252;0;Klosters;3871;GR;9.8751423;46.8836209;de
Conters im Prättigau;7241;0;Conters im Prättigau;3881;GR;9.7990436;46.9032186;de
Küblis;7240;0;Küblis;3882;GR;9.7770424;46.9142262;de
Buchen im Prättigau;7223;0;Luzein;3891;GR;9.7227518;46.9396133;de
Putz;7224;0;Luzein;3891;GR;9.7423744;46.9261119;de
Luzein;7242;0;Luzein;3891;GR;9.7628513;46.9200128;de
Pany;7243;0;Luzein;3891;GR;9.7693298;46.9307616;de
Gadenstätt;7244;0;Luzein;3891;GR;9.7930722;46.9444611;de
Ascharina;7245;0;Luzein;3891;GR;9.8070841;46.9576317;de
St. Antönien;7246;0;Luzein;3891;GR;9.8140189;46.9694746;de
Chur;7000;0;Chur;3901;GR;9.5327998;46.8481771;de
Maladers;7026;0;Chur;3901;GR;9.5606430;46.8366970;de
Passugg;7062;0;Churwalden;3911;GR;9.5469754;46.8302496;de
Malix;7074;0;Churwalden;3911;GR;9.5310077;46.8138500;de
Churwalden;7075;0;Churwalden;3911;GR;9.5444729;46.7807050;de
Parpan;7076;0;Churwalden;3911;GR;9.5576286;46.7610609;de
Castiel;7027;0;Arosa;3921;GR;9.6018312;46.8384534;de
Lüen;7027;1;Arosa;3921;GR;9.6130744;46.8328943;de
Calfreisen;7027;3;Arosa;3921;GR;9.5950551;46.8413518;de
St. Peter;7028;0;Arosa;3921;GR;9.6438756;46.8343311;de
Pagig;7028;1;Arosa;3921;GR;9.6366926;46.8371029;de
Peist;7029;0;Arosa;3921;GR;9.6738717;46.8329970;de
Arosa;7050;0;Arosa;3921;GR;9.6755992;46.7772983;de
Molinis;7056;0;Arosa;3921;GR;9.6551777;46.8272871;de
Langwies;7057;0;Arosa;3921;GR;9.7131954;46.8204152;de
Litzirüti;7058;0;Arosa;3921;GR;9.7026506;46.7979924;de
Praden;7063;0;Tschiertschen-Praden;3932;GR;9.5816449;46.8250763;de
Tschiertschen;7064;0;Tschiertschen-Praden;3932;GR;9.6069730;46.8178531;de
Haldenstein;7023;0;Chur;3901;GR;9.5219428;46.8792001;de
Says;7202;0;Trimmis;3945;GR;9.5751683;46.9035784;de
Trimmis;7203;0;Trimmis;3945;GR;9.5639378;46.8960256;de
Untervaz;7204;0;Untervaz;3946;GR;9.5350844;46.9272186;de
Zizers;7205;0;Zizers;3947;GR;9.5660255;46.9366470;de
Fläsch;7306;0;Fläsch;3951;GR;9.5138968;47.0257278;de
Jenins;7307;0;Jenins;3952;GR;9.5560265;47.0010705;de
Maienfeld;7304;0;Maienfeld;3953;GR;9.5314807;47.0079895;de
Malans GR;7208;0;Malans;3954;GR;9.5743306;46.9818266;de
Igis;7206;0;Landquart;3955;GR;9.5717308;46.9452764;de
Landquart;7302;0;Landquart;3955;GR;9.5586161;46.9635694;de
Mastrils;7303;0;Landquart;3955;GR;9.5439695;46.9679486;de
Valzeina;7213;0;Grüsch;3961;GR;9.6031723;46.9509882;de
Grüsch;7214;0;Grüsch;3961;GR;9.6470350;46.9824518;de
Fanas;7215;0;Grüsch;3961;GR;9.6666333;46.9844565;de
Schiers;7220;0;Schiers;3962;GR;9.7700677;46.9953198;de
Schiers;7220;0;Schiers;3962;GR;9.6883746;46.9702201;de
Lunden;7222;0;Schiers;3962;GR;9.7118688;46.9482983;de
Stels;7226;0;Schiers;3962;GR;9.7157803;46.9654963;de
Stels;7226;0;Schiers;3962;GR;9.7983486;47.0103254;de
Fajauna;7226;2;Schiers;3962;GR;9.7006455;46.9696619;de
Schuders;7228;0;Schiers;3962;GR;9.7384215;46.9910973;de
Pusserein;7228;1;Schiers;3962;GR;9.7109431;46.9835395;de
Seewis Dorf;7212;0;Seewis im Prättigau;3972;GR;9.6397806;46.9897098;de
Seewis-Pardisla;7212;1;Seewis im Prättigau;3972;GR;9.6317838;46.9775575;de
Seewis-Schmitten;7212;2;Seewis im Prättigau;3972;GR;9.6406815;46.9803609;de
Waltensburg/Vuorz;7158;0;Breil/Brigels;3981;GR;9.1175996;46.7771143;rm
Andiast;7159;0;Breil/Brigels;3981;GR;9.1179364;46.7870127;rm
Tavanasa;7162;0;Breil/Brigels;3981;GR;9.0627164;46.7548130;rm
Danis;7163;0;Breil/Brigels;3981;GR;9.0572032;46.7547188;rm
Dardin;7164;0;Breil/Brigels;3981;GR;9.0437555;46.7569093;rm
Breil/Brigels;7165;0;Breil/Brigels;3981;GR;9.0614616;46.7681718;rm
Disentis/Mustér;7180;0;Disentis/Mustér;3982;GR;8.8514661;46.7033894;rm
Cavardiras;7182;0;Disentis/Mustér;3982;GR;8.8848642;46.7105208;rm
Mumpé Medel;7183;0;Disentis/Mustér;3982;GR;8.8480762;46.6895222;rm
Segnas;7186;0;Disentis/Mustér;3982;GR;8.8280228;46.6949416;rm
Curaglia;7184;0;Medel (Lucmagn);3983;GR;8.8587122;46.6735720;rm
Platta;7185;0;Medel (Lucmagn);3983;GR;8.8540608;46.6582489;rm
Rabius;7172;0;Sumvitg;3985;GR;8.9584848;46.7345050;rm
Surrein;7173;0;Sumvitg;3985;GR;8.9494572;46.7226914;rm
S. Benedetg;7174;0;Sumvitg;3985;GR;8.9391754;46.7347133;rm
Sumvitg;7175;0;Sumvitg;3985;GR;8.9390950;46.7281853;rm
Cumpadials;7176;0;Sumvitg;3985;GR;8.9208547;46.7227568;rm
Camischolas;7187;0;Tujetsch;3986;GR;8.7611729;46.6823725;rm
Sedrun;7188;0;Tujetsch;3986;GR;8.7751692;46.6796160;rm
Rueras;7189;0;Tujetsch;3986;GR;8.7479567;46.6751135;rm
Trun;7166;0;Trun;3987;GR;8.9847901;46.7419693;rm
Zignau;7167;0;Trun;3987;GR;9.0062108;46.7409462;rm
Schlans;7168;0;Trun;3987;GR;9.0150128;46.7531983;rm
Obersaxen;7134;0;Obersaxen Mundaun;3988;GR;9.1002297;46.7485293;de
Flond;7137;0;Obersaxen Mundaun;3988;GR;9.1610220;46.7675886;rm
Surcuolm;7138;0;Obersaxen Mundaun;3988;GR;9.1440886;46.7578091;rm
Aarau;5000;0;Aarau;4001;AG;8.0486678;47.3890142;de
Aarau;5004;0;Aarau;4001;AG;8.0605920;47.4009210;de
Aarau Rohr;5032;0;Aarau;4001;AG;8.0852854;47.4020081;de
Biberstein;5023;0;Biberstein;4002;AG;8.0812448;47.4159551;de
Buchs AG;5033;0;Buchs (AG);4003;AG;8.0713399;47.3892183;de
Asp;5025;0;Densbüren;4004;AG;8.0487581;47.4428701;de
Densbüren;5026;0;Densbüren;4004;AG;8.0548632;47.4528590;de
Barmelweid;5017;0;Erlinsbach (AG);4005;AG;7.9699419;47.4218578;de
Erlinsbach;5018;0;Erlinsbach (AG);4005;AG;8.0096756;47.4074681;de
Gränichen;5722;0;Gränichen;4006;AG;8.1021263;47.3565049;de
Hirschthal;5042;0;Hirschthal;4007;AG;8.0563928;47.3187072;de
Rombach;5022;0;Küttigen;4008;AG;8.0467980;47.4054447;de
Küttigen;5024;0;Küttigen;4008;AG;8.0478042;47.4130306;de
Muhen;5037;0;Muhen;4009;AG;8.0513559;47.3350294;de
Oberentfelden;5036;0;Oberentfelden;4010;AG;8.0337738;47.3580039;de
Suhr;5034;0;Suhr;4012;AG;8.0760502;47.3731991;de
Unterentfelden;5035;0;Unterentfelden;4013;AG;8.0383489;47.3696853;de
Baden;5400;0;Baden;4021;AG;8.3089815;47.4726264;de
Baden;5404;0;Baden;4021;AG;8.2782855;47.4545067;de
Dättwil AG;5405;2;Baden;4021;AG;8.2859126;47.4544481;de
Rütihof;5406;2;Baden;4021;AG;8.2683522;47.4400875;de
Bellikon;5454;0;Bellikon;4022;AG;8.3454285;47.3912045;de
Bergdietikon;8962;0;Bergdietikon;4023;AG;8.3803702;47.3907569;de
Birmenstorf AG;5413;0;Birmenstorf (AG);4024;AG;8.2487098;47.4618681;de
Ennetbaden;5408;0;Ennetbaden;4026;AG;8.3239968;47.4805556;de
Fislisbach;5442;0;Fislisbach;4027;AG;8.2968802;47.4390422;de
Freienwil;5423;0;Freienwil;4028;AG;8.3264389;47.5026352;de
Gebenstorf;5412;0;Gebenstorf;4029;AG;8.2401662;47.4806558;de
Vogelsang AG;5412;1;Gebenstorf;4029;AG;8.2401032;47.4951134;de
Killwangen;8956;0;Killwangen;4030;AG;8.3487190;47.4327102;de
Künten;5444;0;Künten;4031;AG;8.3268945;47.3902790;de
Mägenwil;5506;0;Mägenwil;4032;AG;8.2336701;47.4097319;de
Mellingen;5507;0;Mellingen;4033;AG;8.2814009;47.4181994;de
Neuenhof;5432;0;Neuenhof;4034;AG;8.3236756;47.4457094;de
Niederrohrdorf;5443;0;Niederrohrdorf;4035;AG;8.2977175;47.4238220;de
Oberrohrdorf;5452;0;Oberrohrdorf;4037;AG;8.3219864;47.4227339;de
Nussbaumen AG;5415;0;Obersiggenthal;4038;AG;8.2895185;47.4891270;de
Hertenstein AG;5415;1;Obersiggenthal;4038;AG;8.3127298;47.4875017;de
Rieden AG;5415;2;Obersiggenthal;4038;AG;8.3040513;47.4839646;de
Kirchdorf AG;5416;0;Obersiggenthal;4038;AG;8.2740997;47.4968901;de
Remetschwil;5453;0;Remetschwil;4039;AG;8.3267041;47.4083177;de
Spreitenbach;8957;0;Spreitenbach;4040;AG;8.3656006;47.4168541;de
Stetten AG;5608;0;Stetten (AG);4041;AG;8.3019035;47.4016571;de
Turgi;5300;0;Turgi;4042;AG;8.2536953;47.4907283;de
Siggenthal Station;5301;0;Untersiggenthal;4044;AG;8.2379663;47.5152252;de
Untersiggenthal;5417;0;Untersiggenthal;4044;AG;8.2598890;47.5052899;de
Wettingen;5430;0;Wettingen;4045;AG;8.3304658;47.4678116;de
Wohlenschwil;5512;0;Wohlenschwil;4046;AG;8.2567086;47.4123866;de
Würenlingen;5303;0;Würenlingen;4047;AG;8.2586323;47.5302354;de
Würenlos;5436;0;Würenlos;4048;AG;8.3648733;47.4427873;de
Kloster Fahr;8109;0;Würenlos;4048;AG;8.4390658;47.4082757;de
Ehrendingen;5420;0;Ehrendingen;4049;AG;8.3421372;47.4973156;de
Arni AG;8905;3;Arni (AG);4061;AG;8.4203092;47.3185468;de
Berikon;8965;0;Berikon;4062;AG;8.3768089;47.3516429;de
Bremgarten AG;5620;0;Bremgarten (AG);4063;AG;8.3402492;47.3518576;de
Hermetschwil-Staffeln;5626;0;Bremgarten (AG);4063;AG;8.3415380;47.3303051;de
Büttikon AG;5619;0;Büttikon;4064;AG;8.2694711;47.3285592;de
Dottikon;5605;0;Dottikon;4065;AG;8.2410030;47.3836638;de
Eggenwil;5445;0;Eggenwil;4066;AG;8.3391584;47.3671674;de
Fischbach-Göslikon;5525;0;Fischbach-Göslikon;4067;AG;8.3111003;47.3691199;de
Hägglingen;5607;0;Hägglingen;4068;AG;8.2540764;47.3875204;de
Jonen;8916;0;Jonen;4071;AG;8.3954779;47.2958004;de
Niederwil AG;5524;0;Niederwil (AG);4072;AG;8.2943519;47.3787427;de
Nesselnbach;5524;2;Niederwil (AG);4072;AG;8.2957055;47.3903652;de
Oberlunkhofen;8917;0;Oberlunkhofen;4073;AG;8.3899663;47.3124028;de
Oberwil-Lieli;8966;0;Oberwil-Lieli;4074;AG;8.3856046;47.3357186;de
Rudolfstetten;8964;0;Rudolfstetten-Friedlisberg;4075;AG;8.3791862;47.3682914;de
Sarmenstorf;5614;0;Sarmenstorf;4076;AG;8.2519269;47.3133472;de
Tägerig;5522;0;Tägerig;4077;AG;8.2813793;47.4024301;de
Uezwil;5619;2;Uezwil;4078;AG;8.2755085;47.3155219;de
Unterlunkhofen;8918;0;Unterlunkhofen;4079;AG;8.3808139;47.3212697;de
Villmergen;5612;0;Villmergen;4080;AG;8.2438592;47.3457334;de
Hilfikon;5613;0;Villmergen;4080;AG;8.2509012;47.3332335;de
Widen;8967;0;Widen;4081;AG;8.3576684;47.3676782;de
Wohlen AG;5610;0;Wohlen (AG);4082;AG;8.2781921;47.3511953;de
Anglikon;5611;0;Wohlen (AG);4082;AG;8.2627989;47.3653614;de
Zufikon;5621;0;Zufikon;4083;AG;8.3609080;47.3445231;de
Islisberg;8905;2;Islisberg;4084;AG;8.4392672;47.3225268;de
Auenstein;5105;0;Auenstein;4091;AG;8.1407049;47.4159938;de
Birr;5242;1;Birr;4092;AG;8.2012209;47.4368888;de
Birrhard;5244;0;Birrhard;4093;AG;8.2456205;47.4341758;de
Bözen;5076;0;Bözen;4094;AG;8.0852694;47.4954784;de
Schinznach Bad;5116;0;Brugg;4095;AG;8.1687171;47.4538443;de
Brugg AG;5200;0;Brugg;4095;AG;8.2068557;47.4851039;de
Umiken;5222;0;Brugg;4095;AG;8.1897492;47.4820458;de
Effingen;5078;0;Effingen;4096;AG;8.1038843;47.4888252;de
Elfingen;5077;0;Elfingen;4097;AG;8.0988603;47.5068071;de
Habsburg;5245;0;Habsburg;4099;AG;8.1859868;47.4614263;de
Hausen AG;5212;0;Hausen (AG);4100;AG;8.2115512;47.4621009;de
Lupfig;5242;2;Lupfig;4104;AG;8.2022332;47.4433282;de
Scherz;5246;0;Lupfig;4104;AG;8.1841968;47.4468868;de
Mandach;5318;0;Mandach;4105;AG;8.1861521;47.5467999;de
Mönthal;5237;0;Mönthal;4106;AG;8.1433317;47.5178847;de
Mülligen;5243;0;Mülligen;4107;AG;8.2394242;47.4578339;de
Remigen;5236;0;Remigen;4110;AG;8.1869181;47.5160528;de
Riniken;5223;0;Riniken;4111;AG;8.1899647;47.4929363;de
Rüfenach AG;5235;0;Rüfenach;4112;AG;8.2090530;47.5071273;de
Thalheim AG;5112;0;Thalheim (AG);4117;AG;8.1028208;47.4359936;de
Veltheim AG;5106;0;Veltheim (AG);4120;AG;8.1473141;47.4382949;de
Stilli;5233;0;Villigen;4121;AG;8.2314943;47.5164918;de
Villigen;5234;0;Villigen;4121;AG;8.2129948;47.5271313;de
Villnachern;5213;0;Villnachern;4122;AG;8.1565666;47.4693548;de
Windisch;5210;0;Windisch;4123;AG;8.2133385;47.4757137;de
Bözberg;5225;1;Bözberg;4124;AG;8.1614128;47.4912726;de
Schinznach Dorf;5107;0;Schinznach;4125;AG;8.1425557;47.4463749;de
Oberflachs;5108;0;Schinznach;4125;AG;8.1305594;47.4408837;de
Beinwil am See;5712;0;Beinwil am See;4131;AG;8.2084113;47.2649907;de
Birrwil;5708;0;Birrwil;4132;AG;8.1977331;47.2901520;de
Burg AG;5736;0;Burg (AG);4133;AG;8.1779882;47.2338936;de
Dürrenäsch;5724;0;Dürrenäsch;4134;AG;8.1574743;47.3213172;de
Gontenschwil;5728;0;Gontenschwil;4135;AG;8.1451788;47.2717725;de
Holziken;5043;0;Holziken;4136;AG;8.0343090;47.3195132;de
Leimbach AG;5733;0;Leimbach (AG);4137;AG;8.1700635;47.2748696;de
Leutwil;5725;0;Leutwil;4138;AG;8.1740146;47.3094755;de
Menziken;5737;0;Menziken;4139;AG;8.1863736;47.2395127;de
Oberkulm;5727;0;Oberkulm;4140;AG;8.1240734;47.2989764;de
Reinach AG;5734;0;Reinach (AG);4141;AG;8.1884390;47.2562199;de
Schlossrued;5044;0;Schlossrued;4142;AG;8.0890616;47.2927322;de
Schmiedrued;5046;1;Schmiedrued;4143;AG;8.1085919;47.2709803;de
Walde AG;5046;2;Schmiedrued;4143;AG;8.1121569;47.2587991;de
Schöftland;5040;0;Schöftland;4144;AG;8.0506598;47.3048060;de
Teufenthal AG;5723;0;Teufenthal (AG);4145;AG;8.1258206;47.3281112;de
Unterkulm;5726;0;Unterkulm;4146;AG;8.1155304;47.3105007;de
Zetzwil;5732;0;Zetzwil;4147;AG;8.1509619;47.2882440;de
Eiken;5074;0;Eiken;4161;AG;7.9890138;47.5319645;de
Frick;5070;0;Frick;4163;AG;8.0224337;47.5044230;de
Gansingen;5272;0;Gansingen;4164;AG;8.1400185;47.5428893;de
Gipf-Oberfrick;5073;0;Gipf-Oberfrick;4165;AG;8.0033944;47.4972760;de
Herznach;5027;0;Herznach;4166;AG;8.0475138;47.4714857;de
Hornussen;5075;0;Hornussen;4167;AG;8.0629643;47.4987590;de
Kaisten;5082;0;Kaisten;4169;AG;8.0458960;47.5401240;de
Ittenthal;5083;0;Kaisten;4169;AG;8.0584441;47.5175561;de
Laufenburg;5080;0;Laufenburg;4170;AG;8.0614982;47.5619898;de
Rheinsulz;5084;0;Laufenburg;4170;AG;8.0900229;47.5557127;de
Sulz AG;5085;0;Laufenburg;4170;AG;8.0975666;47.5343136;de
Münchwilen AG;4333;0;Münchwilen (AG);4172;AG;7.9633307;47.5368830;de
Oberhof;5062;0;Oberhof;4173;AG;8.0027375;47.4487421;de
Oeschgen;5072;0;Oeschgen;4175;AG;8.0190028;47.5230733;de
Schwaderloch;5326;0;Schwaderloch;4176;AG;8.1458426;47.5839132;de
Sisseln AG;4334;0;Sisseln;4177;AG;7.9853533;47.5521633;de
Ueken;5028;0;Ueken;4179;AG;8.0435056;47.4863003;de
Wittnau;5064;0;Wittnau;4181;AG;7.9748210;47.4808410;de
Wölflinswil;5063;0;Wölflinswil;4182;AG;7.9956516;47.4618456;de
Zeihen;5079;0;Zeihen;4183;AG;8.0876169;47.4753387;de
Oberhofen AG;5273;0;Mettauertal;4184;AG;8.1333603;47.5545271;de
Mettau;5274;0;Mettauertal;4184;AG;8.1262013;47.5643163;de
Etzgen;5275;0;Mettauertal;4184;AG;8.1054888;47.5733940;de
Wil AG;5276;0;Mettauertal;4184;AG;8.1530385;47.5605501;de
Hottwil;5277;0;Mettauertal;4184;AG;8.1612486;47.5478444;de
Ammerswil AG;5600;3;Ammerswil;4191;AG;8.2091989;47.3713246;de
Boniswil;5706;0;Boniswil;4192;AG;8.1844339;47.3151952;de
Brunegg;5505;0;Brunegg;4193;AG;8.2169224;47.4189482;de
Dintikon;5606;0;Dintikon;4194;AG;8.2268279;47.3618606;de
Egliswil;5704;0;Egliswil;4195;AG;8.1856329;47.3497402;de
Fahrwangen;5615;0;Fahrwangen;4196;AG;8.2422766;47.2948452;de
Hallwil;5705;0;Hallwil;4197;AG;8.1759246;47.3286877;de
Hendschiken;5604;0;Hendschiken;4198;AG;8.2169859;47.3859294;de
Holderbank AG;5113;0;Holderbank (AG);4199;AG;8.1706669;47.4309384;de
Hunzenschwil;5502;0;Hunzenschwil;4200;AG;8.1230437;47.3840019;de
Lenzburg;5600;0;Lenzburg;4201;AG;8.1793018;47.3880729;de
Meisterschwanden;5616;0;Meisterschwanden;4202;AG;8.2344507;47.2951359;de
Tennwil;5617;0;Meisterschwanden;4202;AG;8.2208736;47.3067510;de
Wildegg;5103;0;Möriken-Wildegg;4203;AG;8.1651449;47.4158795;de
Möriken AG;5103;2;Möriken-Wildegg;4203;AG;8.1909722;47.4164738;de
Niederlenz;5702;0;Niederlenz;4204;AG;8.1703558;47.4026998;de
Othmarsingen;5504;0;Othmarsingen;4205;AG;8.2101467;47.4021138;de
Rupperswil;5102;0;Rupperswil;4206;AG;8.1345770;47.4027663;de
Schafisheim;5503;0;Schafisheim;4207;AG;8.1422713;47.3781873;de
Seengen;5707;0;Seengen;4208;AG;8.2030565;47.3263954;de
Seon;5703;0;Seon;4209;AG;8.1567490;47.3461889;de
Staufen;5603;0;Staufen;4210;AG;8.1628740;47.3807469;de
Abtwil AG;5646;0;Abtwil;4221;AG;8.3550547;47.1750021;de
Aristau;5628;0;Aristau;4222;AG;8.3609629;47.2869389;de
Auw;5644;0;Auw;4223;AG;8.3670537;47.2100918;de
Beinwil (Freiamt);5637;0;Beinwil (Freiamt);4224;AG;8.3464399;47.2302373;de
Besenbüren;5627;0;Besenbüren;4226;AG;8.3440547;47.3119779;de
